database_name,query,difficulty,uuid,query_short,query_business,query_technical
sakila,"Сформировать отчёт для антифрод-мониторинга платежей: найти клиентов, у которых в течение любого календарного месяца сумма платежей превышала их собственную среднюю месячную сумму за остальные месяцы минимум в 3 раза и одновременно была выше среднего месячного оборота клиентов из той же страны, вывести клиента, страну, месяц, сумму платежей, количество транзакций, долю платежей через каждого сотрудника, самый часто арендуемый жанр в этом месяце и ранг клиента по месячному обороту внутри страны.",hard,2b0d4dfa-f91e-46ce-ac8a-a830d81a9205,"Скрипт для поиска клиентов с месячным всплеском платежей относительно их средней месячной суммы, среднего оборота клиентов той же страны, долями платежей по сотрудникам, самым частым жанром и рангом по обороту в стране.","Скрипт для антифрод-мониторинга платежей клиентов проката: выявление случаев, когда в пределах календарного месяца платёжный оборот клиента заметно отклоняется от его обычного месячного уровня и одновременно превышает средний месячный оборот клиентов из той же страны. Отчёт увязывает платежи, аренду, клиентов, сотрудников, адреса, города, страны и фильмы, чтобы по каждому клиенту и месяцу зафиксировать сумму платежей, количество транзакций, доли операций, принятых каждым сотрудником, наиболее востребованную категорию арендуемых фильмов в этот период и ранг клиента по месячному обороту внутри страны.","Скрипт для отбора клиентов из cus и pay с привязкой к adr и cty: по q02 и p06 формируются календарные месяцы, затем для каждого h01 считается месячная сумма p05 и число транзакций, после чего выбираются месяцы, где сумма по клиенту превышает его среднюю месячную сумму по остальным месяцам минимум в 3 раза и одновременно выше среднего месячного оборота клиентов той же страны; страна определяется через cus.h06 → adr.e01 → cty.d01. В результат включаются h01, страна, месяц, месячная сумма платежей, количество платежей, доля операций по каждому p03, наиболее частый жанр по цепочке ren.q03 → inv.n02 → flm.i01 → flc.l02 → cat.g02 для этого месяца и ранг клиента по месячному обороту внутри страны, с упорядочиванием по стране и убыванию оборота."
sakila,"Сформируй отчёт для мониторинга подозрительных платежей: найди клиентов, у которых в течение одного календарного дня сумма платежей превысила их собственную среднедневную сумму за предыдущие 30 дней минимум в 3 раза и одновременно было не менее 3 платежей, проведённых разными сотрудниками или через разные магазины; для каждого такого случая выведи клиента, его страну и город, дату, количество платежей, общую сумму, среднюю сумму за предыдущие 30 дней, коэффициент превышения и ранг этого дня по сумме среди всех дней данного клиента.",hard,d27b4b40-2818-4db4-8abb-6b0f8b4e1a4a,"Скрипт для поиска клиентов, у которых в один календарный день сумма платежей в 3 раза и более выше их средней дневной суммы за предыдущие 30 дней и при этом не менее 3 платежей проведены разными сотрудниками или через разные магазины, с выводом клиента, его страны и города, даты, числа платежей, общей суммы, средней суммы, коэффициента превышения и ранга дня по сумме среди всех дней клиента.","Скрипт для мониторинга подозрительных платежей по клиентам проката: анализируются платежи за аренду, связанные с клиентом, сотрудником, магазином, арендой и адресными данными клиента, чтобы найти дни, когда у одного клиента сумма платежей за календарный день превышает его собственный среднедневной уровень за предыдущие 30 дней минимум в 3 раза и одновременно фиксируется не менее 3 платежей, проведённых разными сотрудниками или через разные магазины; для каждого такого случая формируется сводка по клиенту, его стране и городу, дате, количеству платежей, общей сумме, средней сумме за предыдущие 30 дней, коэффициенту превышения и рангу дня по сумме среди всех дней этого клиента.","Скрипт для поиска в pay и ren календарных дней, в которых сумма p05 по клиенту cus.h01 и его реквизитам через cus.h06, adr.e05, cty.d01, cnt.c01 превышает среднедневную сумму этого клиента за предыдущие 30 дней минимум в 3 раза при одновременном наличии не менее 3 платежей, выполненных разными сотрудниками stf.o01 или через разные магазины sto.j01; для таких дней используются группировка по клиенту и дате p06, агрегации по количеству платежей, общей сумме, средней сумме за предшествующий 30-дневный интервал, расчёт коэффициента превышения и ранжирование дней клиента по сумме платежей."
sakila,"Сформировать отчёт для мониторинга подозрительной активности клиентов: по каждому клиенту и календарному месяцу определить сумму и количество платежей, число разных сотрудников и магазинов, через которые проходили операции, сравнить месячную сумму клиента со средним значением за три предыдущих месяца и с медианной месячной суммой клиентов из той же страны, а в результат включить только случаи, где сумма выросла минимум в 3 раза относительно собственной истории, превышает медиану по стране минимум в 2 раза и клиент попадает в верхние 5% по месячному объёму платежей среди клиентов своей страны.",hard,6e04dd06-0dc2-4738-9dc4-7c8dcf7ce99a,"Скрипт для мониторинга подозрительной активности клиентов: по каждому клиенту и месяцу платежа считать сумму и количество платежей, число сотрудников и магазинов, сравнивать месячную сумму с историей и медианой по стране и оставлять случаи с ростом в 3 раза, превышением медианы в 2 раза и попаданием в верхние 5% по стране.","Скрипт для мониторинга подозрительной активности клиентов в системе проката: по каждому клиенту и календарному месяцу оценивается объём платежей, число операций, а также круг сотрудников и магазинов, через которые проходили платежи. Результат сопоставляет месячную активность клиента с его собственной историей за три предыдущих месяца и с медианным уровнем месячных платежей клиентов из той же страны, чтобы выделить случаи резкого роста финансовой активности. В итоговую выборку попадают только клиенты, у которых месячная сумма платежей выросла минимум в 3 раза относительно прошлой истории, превышает медиану по стране минимум в 2 раза и одновременно относится к верхним 5% по месячному объёму платежей среди клиентов своей страны.","Алгоритм формирования помесячного отчёта по платежам из pay с привязкой к cus, stf, sto, adr и cnt: для каждого h01 и календарного месяца по p06 вычисляются сумма p05, количество платежей, число разных p03 и разных h02/j01, затем по той же последовательности h01 и по месяцам строится сравнение текущей суммы с средним значением за три предыдущих месяца; дополнительно по стране клиента через adr.e05, cty.d03 и cnt.c01 определяется медианная месячная сумма по всем клиентам страны и верхний 95-й процентиль месячного объёма платежей в пределах страны. В результат включаются только строки, где текущая месячная сумма не меньше 3-кратного среднего за три предыдущих месяца, не меньше 2-кратной медианы по стране и клиент попадает в верхние 5% по месячному объёму платежей среди клиентов своей страны."
sakila,"Выявить клиентов с подозрительной дневной активностью платежей: за 2005 год найти дни, когда клиент сделал не менее трёх платежей, общая сумма за день как минимум вдвое превысила его среднюю дневную сумму платежей за предыдущие 30 дней, платежи принимали сотрудники из разных магазинов, и хотя бы один платёж был проведён через магазин в стране, отличной от страны адреса клиента; вывести клиента, дату, страну клиента, количество и сумму платежей за день, среднюю сумму за предыдущие 30 дней, число задействованных сотрудников и магазинов, страны магазинов, а также ранг подозрительности внутри страны клиента по величине превышения дневной суммы над историческим средним.",hard,b0634f53-99c5-4f96-b645-a701f0a08f07,"Скрипт для поиска клиентов с подозрительными дневными платежами в 2005 году: дней с не менее чем тремя платежами, суммой не ниже двойной средней за предыдущие 30 дней, разными сотрудниками и магазинами, а также с платёжом через магазин в другой стране, с рангом по превышению внутри страны клиента.","Скрипт для выявления подозрительной дневной активности платежей клиентов проката в 2005 году: анализирует дни, когда по одному клиенту оформляется не менее трёх платежей, а суммарная дневная сумма заметно превышает его обычный уровень — как минимум вдвое относительно средней дневной суммы за предыдущие 30 дней. Отчёт учитывает, что платежи принимаются сотрудниками, привязанными к магазинам, и позволяет увидеть случаи, когда в один день задействованы сотрудники из разных магазинов, а также есть хотя бы один платёж через магазин в стране, отличной от страны адреса клиента. Результат используется для контроля платёжной активности и содержит клиента, дату, страну клиента, количество и сумму платежей за день, среднюю сумму за предыдущие 30 дней, число задействованных сотрудников и магазинов, страны магазинов и ранг подозрительности внутри страны клиента по величине превышения дневной суммы над историческим средним.","Скрипт для поиска в `pay` дневных наборов платежей 2005 года по клиентам из `cus`, где для каждой пары `p02` и даты `p06` выполняется условие не менее трёх платежей, сумма `p05` за день как минимум вдвое превышает среднюю дневную сумму за предыдущие 30 дней по тому же клиенту, а сами платежи связаны с сотрудниками `stf` из разных магазинов `sto`; дополнительно учитываются случаи, когда хотя бы один из платежей за день проходит через магазин, находящийся в стране `cnt`, отличной от страны адреса клиента из `adr` и `cty`. Результат агрегируется по клиенту и дате, с выводом страны клиента, количества и суммы платежей за день, средней суммы за предыдущие 30 дней, числа задействованных сотрудников и магазинов, перечня стран магазинов, а также ранга подозрительности внутри страны клиента по величине превышения дневной суммы над историческим средним."
sakila,"Выявить клиентов с подозрительным всплеском платёжной активности: для каждого клиента и месяца рассчитать количество и сумму платежей, сравнить их с его средними значениями за предыдущие два месяца и со средними показателями клиентов из той же страны, оставить только случаи, где месячная сумма минимум в 3 раза выше личной скользящей средней и одновременно выше 95-го перцентиля по стране, дополнительно показать долю платежей, проведённых через сотрудников не из домашнего магазина клиента, количество разных сотрудников, принимавших платежи, и ранг клиента по сумме платежей внутри страны за этот месяц.",hard,d42366d3-9fd5-4973-9987-8ce8d22404d2,"Скрипт для поиска клиентов с подозрительным всплеском платёжной активности по месяцам, сравнению с личной средней за предыдущие два месяца и 95-м перцентилем по стране, с долей платежей через сотрудников не из домашнего магазина, числом сотрудников и рангом по сумме платежей в стране.","Скрипт для выявления клиентов проката с подозрительным всплеском платёжной активности: по платежам клиентов за аренду формируется помесячная картина с количеством и суммой оплат, затем она сопоставляется с личной динамикой клиента за предыдущие два месяца и с распределением показателей по стране через адрес клиента и магазин, к которому он привязан. В отчёте остаются только те случаи, где месячная сумма платежей заметно превышает обычный уровень клиента и одновременно выходит за пределы типичного значения для его страны; дополнительно оценивается, какая часть платежей была принята сотрудниками не из домашнего магазина клиента, сколько разных сотрудников участвовало в приёме платежей, и какое место клиент занимает по сумме платежей внутри своей страны за этот месяц.","Скрипт для помесячного анализа платежей по `pay` с привязкой к `cus`, `stf`, `sto` и `adr`: для каждого `p02` и календарного месяца по `p06` вычисляются количество и сумма платежей, а также скользящая средняя по сумме за два предыдущих месяца для того же клиента и ориентир по клиентам той же страны через цепочку `cus.h06 -> adr.e01 -> cty.d01 -> cnt.c01`. Отбираются только строки, где месячная `p05` не менее чем в 3 раза превышает личную скользящую среднюю и одновременно выше 95-го перцентиля суммы по стране за тот же месяц. Дополнительно по каждой группе определяются доля платежей, проведённых через сотрудников `p03` из другого магазина, чем `cus.h02`, количество различных `p03`, принимавших платежи, и ранг клиента по `p05` внутри `cnt.c01` за месяц."
sakila,"Выявить клиентов, у которых в течение любого календарного месяца сумма платежей превышала их собственную среднюю месячную сумму за предыдущие три месяца более чем в 3 раза, при этом платежи проводились минимум через двух разных сотрудников и по арендам фильмов из не менее чем трёх разных категорий; для таких клиентов вывести месяц, страну и город клиента, сумму платежей, количество платежей, максимальный разовый платёж, долю платежей, проведённых не в магазине регистрации клиента, и ранг клиента по сумме платежей внутри его страны за этот месяц.",hard,764aa863-587b-49b3-8d6f-6b0c3fffb0e3,"Скрипт для поиска клиентов, у которых за месяц сумма платежей более чем в 3 раза превышает их среднюю месячную сумму за предыдущие три месяца, при платежах минимум через двух сотрудников и по арендам фильмов из не менее чем трёх категорий, с выводом месяца, страны, города, суммы платежей, числа платежей, максимального платежа, доли платежей вне магазина регистрации и ранга по стране.","Скрипт для анализа клиентских платежей в прокате фильмов: выявление тех, у кого в течение календарного месяца сумма платежей превышала их собственный средний месячный уровень за предыдущие три месяца более чем в три раза, при условии что расчёты проходили через не менее чем двух сотрудников и были связаны с арендами фильмов минимум из трёх разных категорий. Для таких клиентов формируется месячный срез с данными о стране и городе клиента, сумме и количестве платежей, максимальном разовом платеже, доле платежей, проведённых не в магазине регистрации клиента, а также с рангом по сумме платежей внутри страны за этот месяц.","Скрипт для поиска клиентов из cus, pay, ren, inv, flm, flc, cat, sto, adr, cty и cnt, у которых в любой календарный месяц сумма p05 превышает более чем в 3 раза их собственную среднюю месячную сумму за предыдущие три месяца; выборка ограничивается случаями, где платежи за месяц проведены минимум через двух разных сотрудников p03 и связаны с арендами q01 фильмов, относящихся не менее чем к трём разным категориям g01. Для таких клиентов используются соединения cus.h01 = pay.p02, pay.p04 = ren.q01, ren.q03 = inv.n01, inv.n02 = flm.i01, flm.i01 = flc.l01, flc.l02 = cat.g01, а также cus.h02 = sto.j01, cus.h06 = adr.e01, adr.e05 = cty.d01 и cty.d03 = cnt.c01; в результате по каждому месяцу и стране c02, а также городу d02, агрегируются сумма платежей p05, количество платежей, максимальный разовый платёж p05, доля платежей, проведённых не в магазине регистрации клиента, и вычисляется ранг клиента по сумме платежей внутри его страны за этот месяц."
sakila,"Выявить для банковского мониторинга клиентов с аномальной активностью платежей: по каждому клиенту и дню рассчитать сумму и количество платежей, сравнить их со скользящим средним и стандартным отклонением за предыдущие 30 дней, учитывать только клиентов с достаточной историей, отметить дни, где сумма платежей превышает историческую норму более чем на 3 стандартных отклонения или количество операций резко выросло, дополнительно показать долю платежей, проведённых сотрудниками не из домашнего магазина клиента, страну и город клиента, наиболее частого сотрудника, основную категорию арендованных фильмов в этот день и ранжировать подозрительные случаи по уровню риска.",hard,ed6c3600-2f2d-42fe-9ceb-237084133046,Скрипт для поиска клиентов с аномальной активностью платежей по дням и ранжирования подозрительных случаев по риску.,"Скрипт для выявления клиентов с аномальной активностью платежей в системе проката: по каждому клиенту и дню фиксируются сумма и количество платежей, сопоставляются с исторической нормой за предыдущие 30 дней с учётом достаточной длины наблюдений, а дни с превышением суммы более чем на три стандартных отклонения или с резким ростом числа операций выделяются как подозрительные. Для оценки риска дополнительно учитываются доля платежей, принятых сотрудниками не из домашнего магазина клиента, страна и город клиента, наиболее частый сотрудник, обслуживавший платежи, основная категория арендованных в этот день фильмов и итоговый ранг подозрительных случаев.","Скрипт для выявления в pay по каждому клиенту h01 и дню p06 аномальных значений суммы p05 и количества платежей на фоне скользящей базы за предыдущие 30 дней с отбором клиентов с достаточной историей по pay; используется группировка по h01 и дате p06, вычисление среднего и стандартного отклонения по окну из 30 предыдущих дней, отметка случаев, где дневная сумма превышает норму более чем на 3 стандартных отклонения или число операций резко возрастает, а также расчёт доли платежей, выполненных сотрудниками stf из магазина, отличного от h02 клиента cus, с присоединением cus, adr, cty, cnt, stf, sto, ren, inv, flm и flc для получения страны и города клиента, наиболее частого сотрудника, основной категории арендованных фильмов за день и ранжирования подозрительных записей по уровню риска."
sakila,"Выявить клиентов, у которых в течение любого календарного дня сумма платежей превышала их собственную среднедневную сумму за предыдущие 30 дней более чем в 3 раза и одновременно была выше среднего дневного оборота клиентов из той же страны, при этом платежи в этот день проводились через разных сотрудников или магазины; для каждого такого случая вывести клиента, страну и город адреса, дату, сумму и количество платежей за день, отклонение от персонального и странового среднего, число задействованных сотрудников и магазинов, а также ранг клиента по сумме подозрительных платежей внутри страны.",hard,096863c7-69b8-4b59-abc0-31638412714c,"Скрипт для поиска клиентов, у которых в один день сумма платежей превышает их среднедневной уровень за предыдущие 30 дней более чем в 3 раза и средний дневной оборот клиентов той же страны, с учётом разных сотрудников или магазинов и ранга по сумме таких платежей внутри страны.","Скрипт для выявления случаев, когда в пределах календарного дня платежи клиента за аренду выходят за рамки его обычного поведения и одновременно превышают средний дневной оборот клиентов из той же страны. В отчёте связываются клиент, его адрес с городом и страной, дата операции, сумма и количество платежей за день, отклонение от персонального и странового среднего, а также показатели по задействованным сотрудникам и магазинам; дополнительно фиксируется ранг клиента по сумме таких подозрительных платежей внутри страны.","Скрипт для поиска клиентов из cus и pay, у которых для любого календарного дня сумма p05 по платежам p06 превышает их собственное среднедневное значение за предыдущие 30 дней более чем в 3 раза и одновременно оказывается выше среднего дневного оборота клиентов той же страны; для каждого такого случая используются связи cus.h01 = pay.p02, cus.h06 = adr.e01, adr.e05 = cty.d01 и cty.d03 = cnt.c01, а также учитываются разные значения p03 и связанные через ren.q06 и inv.n03 магазины; результат содержит код клиента h01, страну cnt.c02, город cty.d02, дату платежного дня, сумму и количество платежей за день, отклонение от персонального и странового среднего, число задействованных сотрудников o01 и магазинов j01, а также ранг клиента по сумме подозрительных платежей внутри страны."
sakila,"Сформировать отчёт для банковского мониторинга подозрительных клиентских платежей: найти клиентов, у которых за календарный месяц сумма платежей превышает их собственную среднемесячную сумму за предыдущие месяцы минимум в 3 раза и одновременно есть не менее 3 платежей в разные дни, проведённых через разных сотрудников или магазины; для каждого такого клиента вывести месяц, ФИО, страну и город адреса, количество платежей, общую сумму, максимальный платёж, долю максимального платежа в месячной сумме, число разных сотрудников и магазинов, а также ранг клиента внутри его страны по месячной сумме платежей.",hard,ca15089d-78f5-4c9a-8da6-25ca8d9049f3,"Скрипт для поиска клиентов с месячной суммой платежей, превышающей их среднемесячный уровень за прошлые месяцы в 3 раза, при наличии не менее 3 платежей в разные дни; по каждому клиенту учитываются месяц, ФИО, страна и город адреса, число платежей, сумма, максимальный платёж, его доля, число сотрудников и магазинов, а также ранг по стране.","Скрипт для отчёта по клиентским платежам в прокате фильмов, предназначенный для выявления подозрительной активности в разрезе календарных месяцев. Анализ сопоставляет суммы платежей клиента за месяц с его собственной средней месячной нагрузкой за предыдущие периоды и отбирает случаи, где текущая сумма превышает привычный уровень минимум в 3 раза, при этом за месяц оформлено не менее 3 платежей в разные дни через разных сотрудников или магазины. Для каждого такого клиента формируется сводка по месяцу, имени и фамилии, стране и городу адреса, количеству платежей, общей сумме, максимальному платежу и его доле в месячной сумме, а также по числу разных сотрудников и магазинов, с определением ранга клиента внутри страны по месячной сумме платежей.","Скрипт для отбора клиентов из cus и pay по календарным месяцам: по q02 и p06 вычисляются месячная сумма платежей, количество платежей в разные дни, максимальный платёж, доля максимального платежа в месячной сумме и число разных p03; затем месячные показатели сравниваются со среднемесячной суммой предыдущих месяцев для того же h01, с фильтром на превышение минимум в 3 раза и на наличие не менее 3 платежей, проведённых через разных сотрудников или магазины. Для отобранных h01 через cus, adr, cty и cnt формируются месяц, h03+h04, страна и город адреса, количество платежей, общая сумма, максимальный платёж, доля максимального платежа, число разных сотрудников и магазинов, а также ранг клиента внутри c01 по месячной сумме платежей; соединения выполняются по h01=p02, h06=e01, e05=d01 и d03=c01, сортировка — по стране, месяцу и убыванию месячной суммы."
sakila,"Выявить клиентов для банковского мониторинга подозрительных транзакций: по каждому клиенту рассчитать помесячную сумму и количество платежей, сравнить их с его средними значениями за предыдущие месяцы, найти случаи, когда в одном месяце сумма платежей превышает личную историческую среднюю более чем в 3 раза и одновременно количество платежей выше медианного уровня по клиентам из той же страны; для таких клиентов вывести страну и город, магазин, количество платежей, общую сумму, максимальный разовый платёж, долю платежей по арендам фильмов категорий Action и New, а также ранг клиента внутри страны по сумме подозрительных платежей.",hard,6715ebfb-2651-4355-8551-f92c9040d8a9,"Скрипт для поиска клиентов с подозрительными помесячными платежами по стране, городу и магазину, с суммой, количеством, максимумом, долей по категориям Action и New и рангом внутри страны.","Скрипт для выявления клиентов проката с необычной платёжной активностью: по каждому клиенту и по его помесячным платежам оценивается отклонение от обычного для него уровня, а также сопоставляется интенсивность оплат с медианным уровнем по клиентам той же страны. В отчёт включаются только случаи, когда в одном месяце сумма платежей заметно превышает личную историческую среднюю, а количество платежей оказывается выше типичного уровня для страны клиента; для таких клиентов анализируются страна и город адреса, магазин обслуживания, число платежей, общая сумма и максимальный разовый платёж, доля оплат по арендам фильмов категорий Action и New, а также место клиента внутри страны по сумме подозрительных платежей.","Скрипт для поиска клиентов в pay, ren, cus, adr, cty, cnt, sto, flm, flc и cat: по p02 агрегируются помесячные p05 и количество платежей p01, далее для каждого клиента по предыдущим месяцам строится личная историческая средняя по сумме и сопоставление с текущим месяцем; отбираются случаи, где месячная сумма превышает эту среднюю более чем в 3 раза и одновременно месячное количество платежей выше медианного уровня по клиентам из той же страны. Для выбранных клиентов через p02, q04, h06, e05, d03 и j01 извлекаются страна, город и магазин, а по связям q03, n02, i01, l01, l02, g02 и по p04, q01 формируется доля платежей по арендам фильмов категорий Action и New. Итоговая выборка содержит количество платежей, общую сумму, максимальный разовый платёж p05 и ранг клиента внутри cty/cty?Oops."
sakila,"Выявить клиентов, у которых в каждом месяце 2005 года сумма платежей превышала их собственную среднюю месячную сумму за год более чем в 2 раза и одновременно входила в топ-5% по сумме среди клиентов того же магазина, показав клиента, магазин, город и страну его адреса, месяц, сумму и количество платежей, отклонение от личного среднего, ранг внутри магазина за месяц и последнего сотрудника, принявшего платеж в этом месяце.",hard,60ef9dca-2132-4f1a-baa6-609198cd3efe,"Скрипт для поиска клиентов, чьи ежемесячные платежи в 2005 году более чем в 2 раза превышают их средний месячный платёж за год и входят в топ-5% по сумме среди клиентов своего магазина, с указанием клиента, магазина, города, страны, месяца, суммы, количества платежей, отклонения от среднего, ранга и последнего сотрудника.","Скрипт для анализа платежей клиентов проката по месяцам 2005 года, чтобы отобрать тех, у кого в каждом месяце сумма платежей заметно превышала их собственный средний месячный уровень за год и одновременно входила в верхние 5% по сумме среди клиентов того же магазина. Результат связывает платежи с клиентами, магазинами, адресами, городами и странами, а также фиксирует месяц, общую сумму и количество платежей, отклонение от личного среднего, позицию клиента внутри магазина за месяц и последнего сотрудника, принявшего платеж в этом месяце.","Поиск клиентов по pay и cus, у которых в каждом месяце 2005 года сумма p05 по платежам превышает их собственное среднее месячное значение за год более чем в 2 раза и одновременно входит в верхние 5% по сумме среди клиентов того же магазина h02; расчёт выполняется по месяцу p06 с агрегацией суммы и количества платежей, отклонением от личного среднего, ранжированием внутри магазина за месяц и определением последнего stf.o01, принявшего платёж в этом месяце, с присоединением adr, cty и cnt для получения города и страны адреса клиента."
